LeaseNumber,City,Address,State,Lat,Long,AnnualRent,LeaseName,Status
LCA00147,OCEANSIDE,2160 S El Camino Real,CA,33.1882,-117.32736,499953,"VIA VERA CRUZ, LLC",
LCA03360,VICTORVILLE,13911 PARK AVE,CA,34.50354,-117.32488,105292,BRENTWOOD MORTGAGE GROUP THREE LLC,
LCA00184,SANTA MARIA,600 E Plaza Dr,CA,34.93719,-120.42744,338203,"VALTER, LLC",
LCA02636,SAN JOSE,150 ALMADEN BLVD,CA,37.33181,-121.89224,778212,"PARK CENTER PLAZA INVESTORS, L.P.",
LCA03121,SAN JOSE,150 ALMADEN BLVD,CA,37.33181,-121.89224,837024,"PARK CENTER PLAZA INVESTORS, L.P.",
LCA01587,MISSION VIEJO,26051 ACERO ROAD,CA,33.61974,-117.67594,533447,EGP SSA Mission Viejo LLC,
LCA01544,REDWOOD CITY,601 Allerton St,CA,37.48905,-122.2326,345881,"PREMIA 601, LLC",
LCA03240,MONTCLAIR,5160 Richton St,CA,34.09562,-117.69253,767793,METROLINK BUSINESS PARK LLC,
LCA01621,OAKLAND,300 Frank H Ogawa Plz,CA,37.80577,-122.27102,610455,ROTUNDA PARTNERS II LLC,
LCA00039,SAN BERNARDINO,720 CARNEGIE DR,CA,34.06981,-117.26939,165704,Tri City Acquisitions Partners LLC,
LCA01648,STOCKTON,3116 W March Ln,CA,37.98338,-121.35059,510895,"SELIGMAN & DUNN INVESTMENTS, LLC",
LCA03268,MONTEBELLO,2200 W FLOTILLA ST,CA,34.00584,-118.12724,467692,MILLMAN GRAND CHILDREN'S TRUST,
LCA03432,WEST SACRAMENTO,825 Riverside Pkwy,CA,38.59064,-121.56348,278912,I F PROPERTIES LLC,
LCA03338,WALNUT CREEK,490 N Wiget Ln,CA,37.92919,-122.03079,271756,"Laureano R. Convento and Ofelia M. Convento, trustees of The Convento Family Trust 8-2-97",
LCA03288,SAN DIEGO,1455 FRAZEE RD,CA,32.77404,-117.1585,427607,"FSP PACIFIC CENTER, LLC",
LCA02727,SACRAMENTO,10365 OLD PLACERVILLE RD,CA,38.56754,-121.30772,154419,"MCLELLAN PROPERTIES, LLC",
LCA01679,MERCED,600 WEST OLIVE,CA,37.32047,-120.47997,392407,"MORADZADEH, SHEMOIL",
LCA01700,GLENDORA,1165 E Alosta Ave,CA,34.12938,-117.8441,494584,"COULTER, RICHARD S",
LCA03444,PARAMOUNT,6321 ALONDRA BLVD,CA,33.889249,-118.1863,291921,"MA PARAMOUNT, LLC",
LCA01703,GARDEN GROVE,11900 GILBERT ST,CA,33.79006,-117.96687,621909,MAX'D LIMITED PARTNERSHIP,
LCA01706,FAIRFIELD,1411 OLIVER RD,CA,38.2590337,-122.06889,104472,I M ENTERPRISING,
LCA01476,MODESTO,1200 I ST,CA,37.64095,-120.9967,735858,"Westland Development Company, LLC",
LCA01716,WATSONVILLE,180 Westgate Dr,CA,36.92299,-121.79294,211314,"KIM FAMILY ENTERPRISES, LLC",
LCA01719,SALINAS,928 E Blanco Rd,CA,36.6534,-121.63662,683607,RANCHO LLANO DEVELOPMENT LLC,
LCA02176,SALINAS,928 E Blanco Rd,CA,36.6534,-121.63662,318939,RANCHO LLANO DEVELOPMENT LLC,
LCA02800,BENICIA,5430 INDUSTRIAL WAY,CA,38.0829778,-122.10973,411932,"E & P PROPERTIES, INC.",
LCA03434,CAMPBELL,1919 S Bascom Ave,CA,37.2895338,-121.93182,3118279,CFEP PRUNEYARD LLC,
LCA01728,WEST COVINA,501 S VINCENT AVE,CA,34.06669,-117.92805,774595,501 VINCENT LLC,
LCA01730,POMONA,960 W Mission Blvd,CA,34.05432,-117.76038,573449,"POMISSION, LLC",
LCA02611,OAKLAND,1 AIRPORT DR,CA,37.7167019,-122.20886,2150004,Port Department of the City of Oakland,
LCA01739,SAN DIEGO,9449 BALBOA AVE,CA,32.82159,-117.12651,286890,LJ BALBOA L.P.,
LCA03392,SAN DIEGO,9449 BALBOA AVE,CA,32.82159,-117.12651,87744,LJ BALBOA L.P.,
LCA01743,LOS ANGELES,215 N Soto St,CA,34.04548,-118.20908,829453,BORRA- LA FOND PROPERTIES COMPANY,
LCA03310,HANFORD,330 N HARRIS ST,CA,36.32864,-119.6448,271935,"GREAT VALLEY HOLDINGS, LLC",
LCA01774,FRESNO,2440 TULARE ST,CA,36.73712,-119.78508,642334,"TUTELIAN HOLDINGS I, LLC",
LCA01970,FRESNO,2440 TULARE ST,CA,36.73712,-119.78508,458323,"TUTELIAN HOLDINGS I, LLC",
LCA02071,FRESNO,2440 TULARE ST,CA,36.73712,-119.78508,119814,"TUTELIAN HOLDINGS I, LLC",
LCA03334,FRESNO,2440 TULARE ST,CA,36.73712,-119.78508,35659,"TUTELIAN HOLDINGS I, LLC",
LCA01572,SAN JOSE,2500 Fontaine Rd,CA,37.31755,-121.82894,775967,"MERIDIAN WEST APARTMENTS, LP",
LCA02452,SOUTH SAN FRANCISCO,1070 SAN MATEO AVE,CA,37.63652,-122.41148,417114,SFF LOGISTICS INC,
LCA01680,SAN DIEGO,6651 Gateway Park Dr,CA,32.56182,-116.99579,349857,OKA ASSOCIATES LP,
LCA02946,CARLSBAD,2177 SALK AVE,CA,33.13767,-117.27734,718379,"BROOKWOOD CB II, LLC",
LCA03046,RICHMOND,1337 S 46TH ST,CA,37.915838,-122.33059,2594224,WAREHAM - EPA A CALIFORNIA LIMITED PARTNERSHIP,
LCA03354,STOCKTON,3247 W MARCH LN,CA,37.98562,-121.35375,680098,"March Lane Owners, LLC",
LCA03090,MADERA,425 N GATEWAY DR,CA,36.96492,-120.06397,136782,OBERTI-ALESSINI INVESTMENTS,
LCA03326,CAMPBELL,2105 S BASCOM AVE,CA,37.28499,-121.9319,393862,"KBS SOR II Lincoln Court, LLC",
LCA03215,SAN RAFAEL,99 Smith Ranch Rd,CA,38.0204,-122.53447,281335,SUNHILL CORP,
LCA03362,CONCORD,1800 SUTTER ST,CA,37.97381,-122.03743,266867,CRANBROOK REALTY INVESTMENT FUND LP,
LCA03281,YREKA,215 EXECUTIVE CT,CA,41.72927,-122.63126,156018,"GRAVES, SHARON L",
LCA03342,UKIAH,2550 North State Street,CA,39.1836485,-123.20949,381584,"Motels - Mission Serra, Inc.",
LCA03474,UKIAH,2550 North State Street,CA,39.1836485,-123.20949,153524,"Motels - Mission Serra, Inc.",
LCA03479,SANTA ROSA,2200 Airport Blvd,CA,38.51452,-122.8084,20049,SONOMA COUNTY AIRPORT,
LCA03298,SANTA BARBARA,W Figueroa St,CA,34.4192124,-119.70662,438458,124 WEST FIGUEROA ASSOCIATES,
LCA03435,CAMPBELL,140 Dillon Ave,CA,,,50400,"Kelley Jr, Donald Everett",
LCA00188,MORENO VALLEY,23205 Sunnymead Blvd,CA,33.93891,-117.2576,82693,IMAGE DENTISTRY,
LCA00271,SAN DIEGO,10845 Rancho Bernardo Rd,CA,33.0223955,-117.09521,602051,"BERNARDO GATEWAY PARTNERS, L.P.",
LCA00301,SAN LUIS OBISPO,975 Airport Drive,CA,35.239407,-120.63814,72240,"San Luis Obispo, County Of",
LCA03272,REDDING,6640 Lockheed Dr,CA,40.5106159,-122.303,495805,BLM Redding Investors LLC,
LCA03012,SALINAS,744 LA GUARDIA ST,CA,36.65712,-121.60877,231850,SALINAS AIRPORT BUSINESS CENTER,
LCA03399,TEMECULA,43500 Ridge Park Dr,CA,33.4961888,-117.1602,578009,"M&A, a California Limited Partnership",
LCA03212,TORRANCE,20000 Mariner Ave,CA,33.8504009,-118.34965,634782,"Stonecutter, LLC",
LCA02779,LOMPOC,1145 North H Street,CA,34.656816,-120.45773,127774,STUART WHITMAN INC,
LCA03385,SAN FRANCISCO,100 MONTGOMERY ST,CA,37.79034,-122.40185,6241866,100 MONTGOMERY SF LLC,
LCA01792,ONTARIO,1100 E Holt Blvd,CA,34.0629,-117.63147,668592,"COULTER, RICHARD S",
LCA01732,SAN FRANCISCO,1455 MARKET ST,CA,37.7759763,-122.41813,3293002,"Hudson 1455 Market Street, LLC",
LCA03109,IMPERIAL,509 INDUSTRY WAY,CA,32.82816,-115.58025,290187,LAT FARMING TRUST,
LCA03004,MORRO BAY,1187 MAIN ST,CA,35.37041,-120.85034,10322,"FRANKLIN, MATTHEW",
LCA01847,BURBANK,1420 W OLIVE AVE,CA,34.16903,-118.32059,1175771,"WESTSIDE GSA HOLDINGS, LLC",
LCA03357,MERCED,20 MACREADY DRIVE,CA,37.29237,-120.51475,4772,"MERCED, CITY OF",
LCA01870,CHULA VISTA,626 L St,CA,32.61633,-117.08484,474303,"CHULA VISTA SOCIAL SECURITY BUILDING, LLC",
LCA01876,GLENDALE,550 N BRAND BLVD,CA,34.15423,-118.25435,1712773,"GPI 550 BRAND, LP",
LCA02907,GLENDALE,550 N BRAND BLVD,CA,34.15423,-118.25435,269656,"GPI 550 BRAND, LP",
LCA00267,LOS ANGELES,19851 Nordhoff St,CA,34.2319283,-118.56572,753167,"GUR NORDHOFF, LLC",
LCA01899,CAMARILLO,5051 VERDUGO WAY,CA,33.66407,-117.87071,168993,"EBREM, LLC",
LCA01762,VISALIA,1901 E. NOBLE DRIVE,CA,36.325841,-119.27172,500773,BROADWAY & 9TH LP,
LCA03465,SAN DIEGO,16644 W Bernardo Dr,CA,33.01512,-117.08339,252334,WEST RIDGE LLC A CALIFORNIA LIMITED LIA,
LCA00251,VALENCIA,25350 Magic Mountain Pkwy,CA,34.42303,-118.57781,265799,"Tourney Road Investments, LLC",
LCA01943,RIVERSIDE,7898 MISSION GROVE PARKWAY,CA,33.90796,-117.32775,103125,"MISSION GROVE OFFICE PARK I, L.P.",
LCA02541,SAN DIEGO,10385 Vista Sorrento Parkway,CA,32.895597,-117.21455,11493685,"PH FBI SD, LLC",
LCA02714,IMPERIAL,516 INDUSTRY WAY,CA,32.82897,-115.58112,342234,"NSHE CA Heat, LLC",
LCA03477,IMPERIAL,516 INDUSTRY WAY,CA,32.82897,-115.58112,449009,"NSHE CA HEAT, LLC",
LCA01765,NAPA,1850 SOSCOL AVE,CA,38.30813,-122.28439,253823,"GRANITE CREEK APARTMENTS, INC.",
LCA02484,LODI,850 S GUILD AVE,CA,38.12408,-121.24532,397768,DLSH PROPERTIES INC,
LCA02718,OAKLAND,492 9th St,CA,37.80141,-122.27401,102027,"11 WEST NINTH STREET PROPERTY OWNER, LP",
LCA01994,FRESNO,2525 Capitol St,CA,36.73653,-119.78337,1318508,"CIVIC CENTER SQUARE, INC",
LCA01995,CHICO,101 Raley Blvd,CA,39.71552,-121.79165,114924,MED DENT LLC,
LCA01999,FORTUNA,180 S Fortuna Blvd,CA,40.59145,-124.14749,105445,"O'DELL, PATRICK S",
LCA01985,BAKERSFIELD,4825 Coffee Rd,CA,35.40403,-119.09293,506172,"Bakersfield Investment Group, LLC",
LCA01911,PALM SPRINGS,556 PASEO DOROTEA,CA,33.81541,-116.50188,304005,"Dickinson, Harry",
LCA02003,SACRAMENTO,8581 FOLSOM BLVD,CA,38.54969,-121.38741,2621190,"WESTSIDE GSA HOLDINGS, SACRAMENTO, LLC",
LCA01938,NEEDLES,1502 BAILEY AVE,CA,34.83211,-114.61881,249577,"NEEDLES SSA, LLC",
LCA02266,STOCKTON,1776 W March Ln,CA,37.98684,-121.32655,64075,BRI INVESTORS,
LCA02047,MCCLELLAN,5016 Luce Ave,CA,38.6582793,-121.39002,181394,MCCLELLAN BUSINESS PARK LLC,
LCA01946,BAKERSFIELD,4550 CALIFORNIA AVE,CA,35.36774,-119.05353,431784,"BAKER-CAL VENTURE, LP",
LCA02055,EL SEGUNDO,1776 E Grand Ave,CA,33.9194176,-118.39756,2895023,NGP VI El Segundo CA LLC,
LCA02058,SAN DIEGO,8898 RIO SAN DIEGO DRIVE,CA,32.77723,-117.13775,395118,"HYUNDAI RIO VISTA, INC.",
LCA00439,SAN DIEGO,8808 Rio San Diego Dr,CA,32.7760173,-117.13985,463281,GSA San Diego CA LLC,
LCA00059,MODESTO,5151 PENTECOST DRIVE,CA,37.71434,-121.00179,19582,"GILLIHAN, CARL",
LCA00376,STOCKTON,445 W Weber Ave,CA,37.95262,-121.29714,27527,"RIVERROCK PROPERTIES, LLC",
LCA02109,ANAHEIM,900 S HARBOR BLVD,CA,33.82159,-117.91478,1329545,"WESTSIDE GSA HOLDINGS, ANAHEIM, LLC",
LCA01929,SAN DIEGO,9444 Balboa Ave,CA,32.82367,-117.12692,269229,BRE CA OFFICE OWNER LLC,
LCA03274,SAN DIEGO,9444 Balboa Ave,CA,32.82367,-117.12692,697693,BRE CA OFFICE OWNER LLC,
LCA02528,LOS ANGELES,14500 ROSCOE BLVD,CA,34.22102,-118.44935,699175,Roscoe Investments LLC,
LCA01912,OROVILLE,115 TABLE MOUNTAIN BLVD,CA,39.52237,-121.55694,325533,"QUINN, JAMES P",
LCA00258,STOCKTON,7338 Shoreline Dr,CA,38.01719,-121.3577,980724,"Verona Office Plaza, LLC",
LCA00262,SAN DIEGO,324 HORTON PLZ,CA,32.71367,-117.16242,854700,Horton Plaza Shopping Mall,
LCA02025,PALM DESERT,43100 Cook St,CA,33.73528,-116.35562,61511,"43-100 COOK STREET, LLC",
LCA02101,LANCASTER,1817 W Avenue K,CA,34.67547,-118.16409,10152,DAYCO FUNDING CORPORATION,
LCA02276,MONTEREY PARK,1938 SATURN STREET,CA,34.03977,-118.11097,2063201,GLOBAL PACIFIC DEVELOPMENT,
LCA02307,EL MONTE,9351 Telstar Ave,CA,34.06922,-118.06494,270382,"MULTI-INVESTMENT ASSOCIATES IV, LLC",
LCA03378,SANTA BARBARA,500 James Fowler Road,CA,34.425542,-119.83449,105914,"SANTA BARBARA, CITY OF",
LCA00009,LOS ANGELES,200 S SAN PEDRO ST,CA,34.04878,-118.24164,767191,"TOKYO EAST, LLC",
LCA02024,PALM SPRINGS,3700 TACHEVAH DRIVE,CA,33.837706,-116.50799,367216,"WHITE, BERNARD & SONS",
LCA02304,LOS ANGELES,10880 Wilshire Blvd,CA,34.05846,-118.4429,849476,"DE PARK AVENUE 10880, LLC",
LCA03358,LOS ANGELES,321 E 2nd St,CA,34.04912,-118.24099,1692767,"CS 321 East 2nd Investors, LLC",
LCA02001,LANCASTER,42281 10TH ST W,CA,34.65074,-118.14835,83541,"AJ ELIOPULOS COMMERCIAL INDUSTRIAL DEVELOPMENT, INC.",
LCA03197,ROSEVILLE,2001 Freedom Way,CA,38.793717,-121.30754,5588954,"CW FBI SACRAMENTO, LLC",
LCA02360,COVINA,858 OAK PARK ROAD,CA,34.0742276,-117.86435,65345,"Glover Family, LLC",
LCA02309,OXNARD,3550 HARBOR BLVD,CA,34.1687738,-119.22992,49712,"MARINE EMPORIUM LANDING, LLC",
LCA02292,YUBA CITY,355 Percy Ave,CA,39.12989,-121.61584,315978,"KUHN, BETTY L",
LCA00324,NORWALK,12440 IMPERIAL HWY,CA,33.91606,-118.06558,1055544,SONNENBLICK DEL RIO NORWALK LLC,
LCA02357,NORWALK,12440 IMPERIAL HWY,CA,33.91606,-118.06558,392399,SONNENBLICK DEL RIO NORWALK LLC,
LCA02958,NORWALK,12440 IMPERIAL HWY,CA,33.91606,-118.06558,85734,SONNENBLICK DEL RIO NORWALK LLC,
LCA03388,NORWALK,12440 IMPERIAL HWY,CA,33.91606,-118.06558,362371,SONNENBLICK DEL RIO NORWALK LLC,
LCA02381,VICTORVILLE,13955 Park Ave,CA,34.50437,-117.32459,546495,BRENTWOOD MORTGAGE GROUP THREE LLC,
LCA02002,DELANO,2234 Girard St,CA,35.78824,-119.24789,201070,"INK, LLC",
LCA02937,ORANGE,600 address Pkwy W,CA,33.78418,-117.89689,389122,CGGL City Parkway LLC,
LCA02952,ORANGE,600 address Pkwy W,CA,33.78418,-117.89689,240061,CGGL City Parkway LLC,
LCA02735,SANTA MARIA,3960 MITCHELL RD,CA,34.888748,-120.44809,55951,"CENTRAL COAST JET CENTER, LLC",
LCA01808,FRESNO,5140 E Olive Ave,CA,36.75699,-119.72089,446525,OLIVE SSA PARTNERS,
LCA02375,VALLEJO,106 PLAZA DRIVE,CA,38.1322344,-122.21353,499324,PLATA REALTY GROUP,
LCA02988,SAN BERNARDINO,290 N D ST,CA,34.10409,-117.29228,258655,VANIR TOWER BUILDING INC,
LCA01953,EUREKA,3144 BROADWAY ST,CA,40.7796195,-124.18652,258500,Argo Victoria LLC,
LCA02769,EUREKA,3144 BROADWAY ST,CA,40.7796195,-124.18652,39064,Argo Victoria LLC,
LCA02323,STOCKTON,3255 W March Ln,CA,37.98447,-121.35424,263441,"BROOKSIDE MARCH OFFICE INVESTORS, LLC",
LCA03325,RIVERSIDE,3470 12th St,CA,33.97639,-117.37471,2406041,"RIVERSIDE, COUNTY OF",
LCA03152,LOS ANGELES,5777 W CENTURY BLVD,CA,33.94704,-118.38268,16675,L.A.T. INVESTMENT CORPORATION,
LCA01800,SAN DIEGO,525 B St,CA,32.71751,-117.15972,924430,I&G 525 B Street Inc,
LCA02916,MONTEREY,99 Pacific St,CA,36.60388,-121.89462,256468,MONTEREY BAY AQUARIUM SUPPORT SERVICES,
LCA03227,MONTEREY,99 Pacific St,CA,36.60388,-121.89462,84893,MONTEREY BAY AQUARIUM SUPPORT SERVICES,
LCA02348,MCCLELLAN,3720 DUDLEY BLVD,CA,38.64602,-121.40743,234443,MCCLELLAN BUSINESS PARK LLC,
LCA03284,MCCLELLAN,3720 DUDLEY BLVD,CA,38.64602,-121.40743,696884,MCCLELLAN BUSINESS PARK LLC,
LCA02456,FRESNO,801 R St,CA,36.73786,-119.78048,922389,"BALTARA ENTERPRISES, L.P.",
LCA02547,STOCKTON,5000 S AIRPORT WAY,CA,37.89317,-121.25116,23905,"SAN JOAQUIN, COUNTY OF",
LCA02330,STOCKTON,603 SAN JUAN AVE,CA,37.95376,-121.32116,944399,GPT PROPERTIES TRUST,
LCA02344,TORRANCE,20700 Denker Ave,CA,33.84296,-118.30333,1022693,"FIRST INDUSTRIAL HARRISBURG, L.P.",
LCA02190,LONG BEACH,340 Golden Shore St,CA,33.7640042,-118.19917,359949,"CDCF III PACIFIC CATALINA LANDING LONG BEACH, LLC",
LCA02362,APPLE VALLEY,22565 US HIGHWAY 18,CA,34.50012,-117.17125,40513,"DIXON, CHARLES T",
LCA02063,YREKA,1960 S Oregon St,CA,41.70774,-122.64478,240240,"COULTER, RICHARD S",
LCA02119,FRESNO,640 W Locust Ave,CA,36.84058,-119.80468,624802,"EIE ALPHA, LLC",
LCA02150,SACRAMENTO,1610 ARDEN WAY,CA,38.59876,-121.42857,758013,"HINES VAF II SACRAMENTO PROPERTIES, L.P.",
LCA02403,CHATSWORTH,19809 PRAIRIE ST,CA,34.23977,-118.56497,1547717,"3300 WESIX, LLC",
LCA02412,EL SEGUNDO,100 N Sepulveda Blvd,CA,33.91741,-118.39489,323190,PACIFIC CORPORATE TOWERS LLC,
LCA02373,ORANGE,3800 W Chapman Ave,CA,33.78822,-117.89568,532521,CGGL Chapman LLC,
LCA02438,SIGNAL HILL,2445 N Palm Dr,CA,33.80202,-118.15787,262866,"BLAIR COMMERCIAL MANAGEMENT, INC.",
LCA02195,REDDING,364 KNOLLCREST DR,CA,40.5732,-122.36548,171436,TRINET WEST LLC,
LCA02863,REDDING,364 KNOLLCREST DR,CA,40.5732,-122.36548,147491,TRINET WEST LLC,
LCA03236,SAN FRANCISCO,376 LARKIN ST,CA,37.7812246,-122.41703,104580,"University of California, Hastings College of the Law",
LCA03337,SAN FRANCISCO,376 LARKIN ST,CA,37.7812246,-122.41703,9360,"University of California, Hastings College of the Law",
LCA00469,EL CAJON,1919 Friendship Dr,CA,32.8245957,-116.97942,622673,Helf Investments,
LCA02494,SONORA,745 Morning Star Dr,CA,37.98449,-120.37214,335536,"STEVEN M. HUNT & MARILYN B. HUNT, AS TRUSTEES OF THE HUNT TRUST, DATED MARCH 18,1993",
LCA02369,UKIAH,1252 Airport Park Blvd,CA,39.12888,-123.19926,38650,PARK FALLS PLAZA,
LCA02370,ONTARIO,3110 E GUASTI RD,CA,34.06506,-117.58323,282907,"BSP Senita Guasti, LLC",
LCA02699,ONTARIO,3110 E GUASTI RD,CA,34.06506,-117.58323,15962,"BSP SENITA GUASTI, LLC",
LCA02504,FAIRFIELD,4830 Business Center Dr,CA,38.22127,-122.14021,300278,"GREEN VALLEY BUILDING II, LLC",
LCA02520,OAKLAND,2100 FRANKLIN ST,CA,37.8099113,-122.26664,1323562,"CIM/OAKLAND CENTER 21, LP",
LCA02552,SAN DIEGO,5120 SHOREHAM PL,CA,32.85331,-117.18613,341773,"OMNINET SAN DIEGO FRESNO, LLC",
LCA02388,ELK GROVE,9245 Laguna Springs Dr,CA,38.42267,-121.3965,93934,"JACKSON II, LLC",
LCA02390,SACRAMENTO,5885 Flightline Cir,CA,38.6823679,-121.59604,239992,SACRAMENTO INTERNATIONAL JET CENTER INCORPORATED,
LCA02349,LOS ANGELES,1640 S SEPULVEDA BLVD,CA,34.04873,-118.44479,159713,WWT9 OWNER LLC,
LCA02658,LOS ANGELES,1640 S SEPULVEDA BLVD,CA,34.04873,-118.44479,132233,WWT9 OWNER LLC,
LCA02358,SAN DIEGO,2305 HISTORIC DECATUR RD,CA,32.73418,-117.21641,656718,"Kilroy Realty, L.P.",
LCA02167,THOUSAND OAKS,322 E Thousand Oaks Blvd,CA,34.17847,-118.87139,339647,"KS-617, LLC",
LCA02551,MANTECA,510 COMMERCE CT,CA,37.79345,-121.1914,394857,"510 COMMERCE COURT, LLC",
LCA02539,SUISUN CITY,700 Main St,CA,38.2381,-122.04014,298420,"SUISUN HARBOR SQUARE, LLC",
LCA02577,WEST SACRAMENTO,1280 TERMINAL ST,CA,38.5735,-121.54184,123498,"2400 PORT STREET, LLC",
LCA02560,SOUTH SAN FRANCISCO,400 OYSTER POINT BLVD,CA,37.66547,-122.38216,184764,"KASHIWA FUDOSAN AMERICA, INC.",
LCA02331,VISALIA,100 WILLOW PLAZA,CA,36.328822,-119.29225,73317,WILLOW STREET DEVELOPMENT COMPANY LLC,
LCA02477,SAN FRANCISCO,100 1ST ST,CA,37.78933,-122.3974,2801449,"KR 100 FIRST STREET, OWNER LLC",
LCA02365,OAKLAND,1333 BROADWAY,CA,37.80415,-122.2719,708233,"CIM/OAKLAND 1333 BROADWAY, LP",
LCA02588,IMPERIAL,2437 ENTERPRISE TRL,CA,32.82932,-115.57599,212790,IV VENTURES II,
LCA02179,SAN RAFAEL,1600 Los Gamos Dr,CA,38.01901,-122.54123,389239,"Marin, County Of",
LCA02608,FRESNO,7815 N PALM AVE,CA,36.85042,-119.80877,747493,PARK PLACE HOLDINGS LP,
LCA02578,CHICO,1370 E LASSEN AVE,CA,39.77368,-121.84035,521060,"LASSEN ROAD OPPORTUNITY I, LLC",
LCA02491,SAN FRANCISCO,333 BUSH ST,CA,37.79059,-122.40306,2152282,"333 BUSH, L.L.C.",
LCA02645,EUREKA,716 W Cedar St,CA,40.7954,-124.17856,48519,"GREGG, KEN",
LCA02648,ANAHEIM,222 S HARBOR BLVD,CA,33.83259,-117.91861,73947,BRE CA OFFICE OWNER LLC,
LCA02180,VACAVILLE,991 NUT TREE RD,CA,38.35722,-121.95353,339075,RICH UNCLES REAL ESTATE INVESTMENT TRUST I,
LCA02650,ALTURAS,200 W 8TH ST,CA,41.4910077,-120.54411,629293,"YORK, TERRALL",
LCA02328,CARLSBAD,5901 PRIESTLY DR,CA,33.13412,-117.27614,284037,Madison-Ofc Centerpoint Plaza CA LLC,
LCA02514,CARLSBAD,5901 PRIESTLY DR,CA,33.13412,-117.27614,177988,Madison-Ofc Centerpoint Plaza CA LLC,
LCA03353,SAN DIEGO,"8880 RIO SAN DIEGO, SUITE 100",CA,32.776573,-117.13866,1474151,"HYUNDAI RIO VISTA, INC.",
LCA02674,CLOVIS,613 HARVARD AVE,CA,36.82268,-119.70517,32563,"BROOKS FAMILY TRUST DATED DECEMBER 30, 2005",
LCA01701,REDDING,2660 Park Marina Dr,CA,40.57546,-122.37279,728129,"SILVERSTONE COMPANY, LP, THE",
LCA00371,SAN DIEGO,2750 WOMBLE RD,CA,32.73486,-117.21524,340058,"MCMILLIN NTC 903 / 904, LLC",
LCA02638,SANTA ROSA,3725 WESTWIND BLVD,CA,38.50984,-122.79664,222185,3725 WESTWIND SR LLC,
LCA02386,SACRAMENTO,1651 ALHAMBRA BLVD,CA,38.5655646,-121.46828,967960,CANNERY VENTURE LP,
LCA02712,SAN FRANCISCO,1700 MONTGOMERY ST,CA,37.80527,-122.40458,1005403,"JPPF Waterfront Plaza, L.P.",
LCA02676,RIVERSIDE,6721 Sycamore Canyon Blvd,CA,33.92719,-117.29762,1717518,CLPF - SYCAMORE,
LCA02677,RIVERSIDE,6711 Sycamore Canyon Blvd,CA,33.92744,-117.29991,970715,CLPF - SYCAMORE,
LCA02479,VISALIA,5300 W TULARE AVE,CA,36.3216,-119.35062,216872,"TULARE, COUNTY OF",
LCA02420,VENTURA,6477 TELEPHONE RD,CA,34.26728,-119.20559,375555,"OMNINET VENTURA, LP",
LCA02490,COMMERCE,5701 S EASTERN AVE,CA,33.98684,-118.16297,66631,"COLONY CAPITAL, INC.",
LCA02843,FOLSOM,1835 IRON POINT ROAD,CA,38.643684,-121.14627,35090,"Dolan, Catherine Louise",
LCA02747,EL CENTRO,3007 N IMPERIAL AVE,CA,32.806628,-115.56971,406744,ECTC 1 LIMITED PARTNERSHIP,
LCA02805,SAN CLEMENTE,201 AVENIDA FABRICANTE,CA,33.44756,-117.5878,638366,"Meyers & Roy, LLC",
LCA02749,SAN MATEO,1900 OFARRELL ST,CA,37.54844,-122.3156,439358,"SYME VENTURES O FARRELL, LLC",
LCA02522,OXNARD,2000 OUTLET CENTER DR,CA,34.22162,-119.14746,343848,"MSP Parent, LLC",
LCA03317,SAN FRANCISCO,301 CLAY ST,CA,37.7951183,-122.39915,678300,ONE EMBARCADERO CENTER VENTURE,
LCA02506,MODESTO,313 BANNER CT,CA,37.70323,-120.99785,62644,"CHOPRA, S K MD INC",
LCA02485,SAN DIEGO,9692 Via Excelencia,CA,32.89936,-117.11761,42796,"EXCELENCIA, LLC",
LCA02764,ORANGE,4000 W METROPOLITAN DR,CA,33.78006,-117.89616,3896385,Boyd Orange GSA LLC,
LCA02732,LOS ANGELES,570 W AVENUE 26,CA,34.08504,-118.22484,11015,MOUNTAINS RECREATION & CONSERVATION AUTHORITY,
LCA02795,DIXON,800 Business Park Dr,CA,38.45346,-121.81952,213485,B&T LLC,
LCA02615,FRESNO,7388 N REMINGTON AVE,CA,36.84404,-119.8054,115551,GERON PROPERTIES,
LCA02626,MERCED,2926 G ST,CA,37.31263,-120.46895,177038,TINETTI REALTY GROUP,
LCA02798,REDDING,760 CYPRESS AVE,CA,40.57452,-122.37981,47391,"REDDING CIVIC PLAZA GROUP, LLC",
LCA02799,SACRAMENTO,4540 DUCKHORN DR,CA,38.6536,-121.53349,383183,"NATOMAS OFFICE BUILDING, LLC",
LCA02801,REDLANDS,1653 PLUM LN,CA,34.06868,-117.21232,212781,Bauer Family Trust,
LCA02684,SYLMAR,15835 MONTE ST,CA,34.3110501,-118.47529,241223,"SCPWE I, LLC",
LCA02814,MCKINLEYVILLE,3140 BOEING AVE,CA,40.96666,-124.1144,1077003,"GSA EUREKA SKYLINE 26 PARTNERS, LLC",
LCA01939,LONG BEACH,3265 N LAKEWOOD BLVD,CA,33.8167771,-118.1393,1262554,Long Beach Airport Hangar Owner LLC,
LCA02830,PLACERVILLE,3916 MISSOURI FLAT RD,CA,38.71294,-120.84328,400018,PALOS VERDE'S PROPERTIES INC,
LCA02710,MONTEREY PARK,901 CORPORATE CENTER DR,CA,34.0516,-118.163,193399,901 CORPORATE CENTER LP,
